false(none)|54 64 113 133|gene(gene) disease(disease)|这些结果表明HIF-1α中的C1772T多态性不参与结肠直肠癌的进展或转移。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
false(none)|56 60 143 157|gene(gene) disease(disease)|我们的研究结果表明MAO-A，COMT，5-HT2A，DRD2和DRD4基因变体不涉及对情绪障碍不同时间课程的敏感性。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
false(none)|52 56 76 89|gene(gene) disease(disease)|目前的结果不支持DRD4在来自瑞典的白种人中的精神分裂症的病因学中的主要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
false(none)|53 57 135 147|gene(gene) disease(disease)|总体上我们的结果表明HTR2A，5-HTT，DRD3和GABA（A）γ2基因不可能是这个人群中海洛因滥用的主要遗传风险因素，除了鼻吸入和DRD2启动子之间可能的关联， 141DeltaC多态性。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
false(none)|48 68 128 138|gene(gene) disease(disease)|有很好的证据表明，多巴胺受体D3的基因编码在酒精中毒的遗传脆弱性中不起主要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
true(none)|51 55 158 171|gene(gene) disease(disease)|这些结果表明，DRD3的S / S基因型与精神分裂症患者的更差的治疗反应和更严重的执行功能障碍相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
true(none)|20 24 142 155|gene(gene) disease(disease)|我们建议DRD3 Ser9Gly多态性可能是用作精神分裂症的表型标记的眼运动的性能的促成因素。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
false(none)|46 50 229 239|gene(gene) disease(disease)|虽然仍然存在DRD2 TaqI A多态性在修饰疾病的表型中起一定作用的可能性，但是这些结果表明A1等位基因和纯合A1基因型都不与酒精中毒相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
false(none)|34 38 134 144|gene(gene) disease(disease)|结果表明，DRD2启动子区和DAT基因在赋予酒精中毒的脆弱性方面没有显着的作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
true(none)|31 35 108 118|gene(gene) disease(disease)|我们的研究结果表明，DRD2 -141C Ins等位基因和5-HTTLPR S等位基因是墨西哥裔美国人酒精中毒的遗传风险因素，吸烟调节遗传风险因素和酒精中毒之间的关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
true(none)|31 35 217 227|gene(gene) disease(disease)|我们的研究结果表明，DRD2 -141C Ins等位基因和5-HTTLPR S等位基因是墨西哥裔美国人酒精中毒的遗传风险因素，吸烟调节遗传风险因素和酒精中毒之间的关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
true(none)|39 44 100 130|gene(gene) disease(disease)|这些研究结果表明TaqA A DRD（2）多态性与精神安定性恶性综合征的倾向相关。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
false(none)|90 94 99 109|gene(gene) disease(disease)|我们得出结论，我们的数据不支持在DRD2的A1等位基因和酒精中毒之间的等位基因关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
false(none)|46 50 143 157|gene(gene) disease(disease)|我们的研究结果表明MAO-A，COMT，5-HT2A，DRD2和DRD4基因变体不涉及对情绪障碍不同时间课程的敏感性。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
false(none)|24 28 63 65|gene(gene) disease(disease)|在247名日本AD患者，53名酒精性WKS患者和368名未经调节的日本对照受试者中检查特异性DLST基因多态性显示DLST基因型没有显着差异，并且未能复制早期研究的结果，表明DLST基因多态性与AD之间的关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
false(none)|24 28 320 322|gene(gene) disease(disease)|在247名日本AD患者，53名酒精性WKS患者和368名未经调节的日本对照受试者中检查特异性DLST基因多态性显示DLST基因型没有显着差异，并且未能复制早期研究的结果，表明DLST基因多态性与AD之间的关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
false(none)|63 65 188 192|disease(disease) gene(gene)|在247名日本AD患者，53名酒精性WKS患者和368名未经调节的日本对照受试者中检查特异性DLST基因多态性显示DLST基因型没有显着差异，并且未能复制早期研究的结果，表明DLST基因多态性与AD之间的关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
false(none)|188 192 320 322|gene(gene) disease(disease)|在247名日本AD患者，53名酒精性WKS患者和368名未经调节的日本对照受试者中检查特异性DLST基因多态性显示DLST基因型没有显着差异，并且未能复制早期研究的结果，表明DLST基因多态性与AD之间的关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
false(none)|63 65 293 297|disease(disease) gene(gene)|在247名日本AD患者，53名酒精性WKS患者和368名未经调节的日本对照受试者中检查特异性DLST基因多态性显示在DLST基因型中没有显着差异，并且未能复制早期研究的结果，表明DLST基因多态性与AD之间的关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
false(none)|293 297 320 322|gene(gene) disease(disease)|在247名日本AD患者，53名酒精性WKS患者和368名未经调节的日本对照受试者中检查特异性DLST基因多态性显示在DLST基因型中没有显着差异，并且未能复制早期研究的结果，表明DLST基因多态性与AD之间的关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
true(none)|52 56 76 79|gene(gene) disease(disease)|这项研究提供了支持DLG5构成真正的IBD风险因素的适度影响的假说。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
true(none)|4 7 72 74|gene(gene) disease(disease)|DLD基因型似乎在赋予AD风险时独立于APOE操作。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
false(none)|27 31 73 88|gene(gene) disease(disease)|这些结果表明DLC1不可能在前列腺癌易感性中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
false(none)|27 31 73 88|gene(gene) disease(disease)|这些结果表明DLC1不可能在前列腺癌易感性中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
false(none)|51 56 158 171|gene(gene) disease(disease)|这些结果表明DISC1的可能参与转录调节的基因组间隔在日本精神分裂症患者中不显示主要的遗传相关性。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
false(none)|29 33 125 132|gene(gene) disease(disease)|尽管在几组白人受试者中研究了DGAT基因的T79C SNP，但是在我们的群体中没有确认此SNP和肥胖相关表型之间的关联，之前描述的。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
true(none)|13 18 34 40|gene(gene) disease(disease)|DEFB1的变化有助于哮喘诊断，具有明显的性别特异性效应。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
true(none)|22 27 63 67|gene(gene) disease(disease)|hBD-1的遗传变异可以定义COPD的高风险亚组，其中慢性支气管炎的组分是主要的。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
true(none)|22 27 63 67|gene(gene) disease(disease)|hBD-1的遗传变异可以定义COPD的高风险亚组，其中慢性支气管炎的组分是主要的。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
false(none)|22 27 63 67|gene(gene) disease(disease)|hBD-1的遗传变异可以定义COPD的高风险亚组，其中慢性支气管炎的组分是主要的。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
false(none)|22 27 63 67|gene(gene) disease(disease)|hBD-1的遗传变异可以定义COPD的高风险亚组，其中慢性支气管炎的组分是主要的。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
true(none)|85 90 108 121|gene(gene) disease(disease)|观察到的单倍型关联提供了DDAH1多态性对先兆子痫易感性的重要性的第一证据。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
false(none)|66 69 74 91|gene(gene) disease(disease)|没有观察到DCC的Arg201Gly多态性与结肠直肠癌风险之间的关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
false(none)|27 30 73 75|gene(gene) disease(disease)|这些结果表明DBP对日本人MS的发展没有贡献。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
false(none)|40 44 208 224|gene(gene) disease(disease)|在选择的高加索人群中，DAZL SNP 386完全缺失，并且SNP 260不与精原细胞衰竭相关，因此不代表男性不育的遗传诊断的分子标志物。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
true(none)|164 177 184 188|disease(disease) gene(gene)|在基于跨越该基因座的连锁不平衡阻断的信息的单倍型分析中，我们证实了精神分裂症与DAAO单倍型之间的高度显着的关联（P = 2.0173×10（-21）），其因此提供独立的统计支持DAAO基因与精神分裂症的关联，表明DAAO基因可能在汉族精神分裂症的病因学中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
true(none)|184 188 321 334|gene(gene) disease(disease)|在基于跨越该基因座的连锁不平衡阻断的信息的单倍型分析中，我们证实了精神分裂症与DAAO单倍型之间的高度显着的关联（P = 2.0173×10（-21）），因此其提供独立的统计支持DAAO基因与精神分裂症的关联，表明DAAO基因可能在汉族精神分裂症的病因学中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
true(none)|184 188 415 428|gene(gene) disease(disease)|在基于跨越该基因座的连锁不平衡阻断的信息的单倍型分析中，我们证实了精神分裂症与DAAO单倍型之间的高度显着的关联（P = 2.0173×10（-21）），其因此提供独立的统计支持DAAO基因与精神分裂症的关联，表明DAAO基因可能在汉族精神分裂症的病因学中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
true(none)|164 177 306 310|disease(disease) gene(gene)|在基于跨越该基因座的连锁不平衡阻断的信息的单倍型分析中，我们证实了精神分裂症与DAAO单倍型之间的高度显着的关联（P = 2.0173×10（-21）），其因此提供独立的统计支持DAAO基因与精神分裂症的关联，表明DAAO基因可能在汉族精神分裂症的病因学中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
true(none)|306 310 321 334|gene(gene) disease(disease)|在基于跨越该基因座的连锁不平衡阻断的信息的单倍型分析中，我们证实了精神分裂症与DAAO单倍型之间的高度显着的关联（P = 2.0173×10（-21）），其因此提供独立的统计支持DAAO基因与精神分裂症的关联，表明DAAO基因可能在汉族精神分裂症的病因学中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
true(none)|306 310 415 428|gene(gene) disease(disease)|在基于跨越该基因座的连锁不平衡阻断的信息的单倍型分析中，我们证实了精神分裂症与DAAO单倍型之间的高度显着的关联（P = 2.0173×10（-21）），其因此提供独立的统计支持DAAO基因与精神分裂症的关联，表明DAAO基因可能在汉族精神分裂症的病因学中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
true(none)|164 177 358 362|disease(disease) gene(gene)|在基于跨越该基因座的连锁不平衡阻断的信息的单倍型分析中，我们证实了精神分裂症与DAAO单倍型之间的高度显着的关联（P = 2.0173×10（-21）），其因此提供独立的统计支持DAAO基因与精神分裂症的关联，表明DAAO基因可能在汉族精神分裂症的病因学中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
true(none)|321 334 358 362|disease(disease) gene(gene)|在基于跨越该基因座的连锁不平衡阻断的信息的单倍型分析中，我们证实了精神分裂症与DAAO单倍型之间的高度显着的关联（P = 2.0173×10（-21）），因此其提供独立的统计支持DAAO基因与精神分裂症的关联，表明DAAO基因可能在汉族精神分裂症的病因学中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
true(none)|358 362 415 428|gene(gene) disease(disease)|在基于跨越该基因座的连锁不平衡阻断的信息的单倍型分析中，我们证实了精神分裂症与DAAO单倍型之间的高度显着的关联（P = 2.0173×10（-21）），其因此提供独立的统计支持DAAO基因与精神分裂症的关联，表明DAAO基因可能在汉族精神分裂症的病因学中发挥重要作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
true(none)|100 105 134 137|gene(gene) disease(disease)|我们的研究结果不能证明POF1B的任何参与，但建议DACH2基因中的罕见突变可能在POF表型中具有作用。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
false(none)|69 74 105 107|gene(gene) disease(disease)|在这里我们报告APOE启动子，ACE1和CYP46基因内的多态性不是AD的风险因素，并不与实质或血管积累的Abeta关联。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
true(none)|39 44 76 78|gene(gene) disease(disease)|我们的研究结果表明内含子2 CYP46 C / C基因型可能倾向于AD，这种关联是独立的载脂蛋白E基因型。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
true(none)|44 49 108 110|gene(gene) disease(disease)|这些研究结果提供直接证据表明CYP46和ApoE多态性协同增加AD发展的风险，并影响认知衰退的速度。||gad_y_n                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
